Video title,Comment,Processed_Comment,English_Translation,Tokenized_POS
Mirzapur 3 Trailer + Shaitaan Ajay Devgn Movie - March 2024 | Deeksha Sharma,Mirjapur ❤️❤️❤️❤️,mirjapur,Mirzapur,"[('Mirzapur', 'PROPN')]"
Mirzapur 3 Trailer + Shaitaan Ajay Devgn Movie - March 2024 | Deeksha Sharma,"<a href=""https://www.youtube.com/watch?v=VkUUS-iBWLY&amp;t=163"">2:43</a> mirzapur 😅",href mirzapur,Herf Mirzapur,"[('Herf', 'PROPN'), ('Mirzapur', 'PROPN')]"
Mirzapur 3 Trailer + Shaitaan Ajay Devgn Movie - March 2024 | Deeksha Sharma,Are Didi majak Kar diya apne to mirzapur ki to baat hi nhi ki,didi majak kar diya apne mirzapur ki baat hi nhi ki,Didi jokingly did not talk about her Mirzapur,"[('Didi', 'PROPN'), ('jokingly', 'ADV'), ('did', 'AUX'), ('not', 'PART'), ('talk', 'VERB'), ('about', 'ADP'), ('her', 'PRON'), ('Mirzapur', 'NOUN')]"
Mirzapur 3 Trailer + Shaitaan Ajay Devgn Movie - March 2024 | Deeksha Sharma,Chalo ab jaldi jaldi part 1 and 2 dono kar leta hun 😂,chalo ab jaldi jaldi part dono kar leta hun,Let's do both quickly part,"[('Let', 'VERB'), (""'s"", 'PRON'), ('do', 'AUX'), ('both', 'PRON'), ('quickly', 'ADV'), ('part', 'NOUN')]"
Mirzapur 3 Trailer + Shaitaan Ajay Devgn Movie - March 2024 | Deeksha Sharma,Wah sab chhode mirzapur tapa tap sin h,wah sab chhode mirzapur tapa tap sin h,Mirzapur tapa tap sin left all of that,"[('Mirzapur', 'PROPN'), ('tapa', 'VERB'), ('tap', 'NOUN'), ('sin', 'NOUN'), ('left', 'VERB'), ('all', 'PRON'), ('of', 'ADP'), ('that', 'PRON')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju","Watch Captain Miller (Hindi) 2024 Official Trailer : <a href=""https://www.youtube.com/watch?v=cHa5xu_UN2U"">https://www.youtube.com/watch?v=cHa5xu_UN2U</a>",watch captain miller hindi official trailer href,Watch Captain Miller Hindi Official Trailer Href,"[('Watch', 'VERB'), ('Captain', 'PROPN'), ('Miller', 'PROPN'), ('Hindi', 'PROPN'), ('Official', 'PROPN'), ('Trailer', 'PROPN'), ('Href', 'PROPN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",Mare ko south our Bollywood all indians movies dekhne ka man hi nai karta I love Hollywood web series and movies 😘😘😘,mare ko south bollywood indian movie dekhne ka man hi nai karta love hollywood web series movie,"Murray wins to watch South Bollywood Indian movie, love Hollywood web series movie","[('Murray', 'PROPN'), ('wins', 'VERB'), ('to', 'PART'), ('watch', 'VERB'), ('South', 'PROPN'), ('Bollywood', 'PROPN'), ('Indian', 'ADJ'), ('movie', 'NOUN'), (',', 'PUNCT'), ('love', 'PROPN'), ('Hollywood', 'PROPN'), ('web', 'NOUN'), ('series', 'NOUN'), ('movie', 'NOUN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",My best film,best film,Best film,"[('Best', 'ADJ'), ('film', 'NOUN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",Who watching on this masterpiece 🔥🔥🔥 2024 😊,watching masterpiece,Watching masterpiece,"[('Watching', 'VERB'), ('masterpiece', 'NOUN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju","<a href=""https://www.youtube.com/watch?v=gKizDojsdvs&amp;t=3421"">57:01</a> petrol Sean",href petrol sean,href petrol sean,"[('href', 'PROPN'), ('petrol', 'PROPN'), ('sean', 'NOUN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",My all time favorite movie,time favorite movie,Time favorite movie,"[('Time', 'NOUN'), ('favorite', 'ADJ'), ('movie', 'NOUN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",Hi,hi,Sole,"[('Sole', 'NOUN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",Free plastine. Who agree,free plastine agree,Free Plastine Agree,"[('Free', 'PROPN'), ('Plastine', 'PROPN'), ('Agree', 'PROPN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",Bhojpuri ye kis prakar hai ya fir hindi me hi rahane deta yato achhe se bhojpuri me dubb karata ye kya mazak etani achhe film ke sath banaya gya hai,bhojpuri ye ki prakar hai ya fir hindi hi rahane deta yato achhe se bhojpuri dubb karata ye kya mazak etani achhe film ke sath banaya gya hai,"There are many types of Bhojpuri or let Hindi remain, or what is the fun of Bhojpuri, what a joke has been made with such a good film.","[('There', 'PRON'), ('are', 'VERB'), ('many', 'ADJ'), ('types', 'NOUN'), ('of', 'ADP'), ('Bhojpuri', 'PROPN'), ('or', 'CCONJ'), ('let', 'VERB'), ('Hindi', 'PROPN'), ('remain', 'VERB'), (',', 'PUNCT'), ('or', 'CCONJ'), ('what', 'PRON'), ('is', 'AUX'), ('the', 'DET'), ('fun', 'NOUN'), ('of', 'ADP'), ('Bhojpuri', 'PROPN'), (',', 'PUNCT'), ('what', 'PRON'), ('a', 'DET'), ('joke', 'NOUN'), ('has', 'AUX'), ('been', 'AUX'), ('made', 'VERB'), ('with', 'ADP'), ('such', 'DET'), ('a', 'DET'), ('good', 'ADJ'), ('film', 'NOUN'), ('.', 'PUNCT')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",Ye new dubbing me itna hagne ka jrurat nhi tha yaar ye tatti dubbing hata do plz purani wali laa do itni achhi movie ko barbad kr rkha h itni faltu dubbing kr k.,ye new dubbing itna hagne ka jrurat nhi tha yaar ye tatti dubbing hata plz purani wali laa itni achhi movie ko barbad kr rkha h itni faltu dubbing kr k,"This new dubbing did not need to be so hugged, man, this tatti dubbing removes Plus Purani Vali La has ruined such a good movie, so wasteful dubbing","[('This', 'DET'), ('new', 'ADJ'), ('dubbing', 'NOUN'), ('did', 'AUX'), ('not', 'PART'), ('need', 'VERB'), ('to', 'PART'), ('be', 'AUX'), ('so', 'ADV'), ('hugged', 'ADJ'), (',', 'PUNCT'), ('man', 'NOUN'), (',', 'PUNCT'), ('this', 'PRON'), ('tatti', 'VERB'), ('dubbing', 'NOUN'), ('removes', 'VERB'), ('Plus', 'CCONJ'), ('Purani', 'PROPN'), ('Vali', 'PROPN'), ('La', 'PROPN'), ('has', 'AUX'), ('ruined', 'VERB'), ('such', 'DET'), ('a', 'DET'), ('good', 'ADJ'), ('movie', 'NOUN'), (',', 'PUNCT'), ('so', 'ADV'), ('wasteful', 'ADJ'), ('dubbing', 'NOUN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",Aaree yeh movie mai aawaj aaise lata Mangeshkar jaise kyu ho rakhi hai male person ki n female person ki bhi alag hi hai😂😂,aaree yeh movie mai aawaj aaise lata mangeshkar jaise kyu ho rakhi hai male person ki n female person ki bhi alag hi hai,"If this voice in this movie is like this, why the female person of mail person is also different.","[('If', 'SCONJ'), ('this', 'DET'), ('voice', 'NOUN'), ('in', 'ADP'), ('this', 'DET'), ('movie', 'NOUN'), ('is', 'AUX'), ('like', 'ADP'), ('this', 'PRON'), (',', 'PUNCT'), ('why', 'SCONJ'), ('the', 'DET'), ('female', 'ADJ'), ('person', 'NOUN'), ('of', 'ADP'), ('mail', 'NOUN'), ('person', 'NOUN'), ('is', 'AUX'), ('also', 'ADV'), ('different', 'ADJ'), ('.', 'PUNCT')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",Re-watch 😂🔥😗,rewatch,rewatch,"[('rewatch', 'PROPN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",Kgf Lover 💙💚💜,kgf lover,kgf lover,"[('kgf', 'PROPN'), ('lover', 'PROPN')]"
"KGF (4K Quality) Full Movie | Yash Blockbuster Movie | Srinidhi Shetty, Ananth Nag, Ramachandra Raju",Kon kon ya movie 2024 ko dak raha ha 😂😂❤❤,kon kon ya movie ko dak raha ha,The angle is looking at the angle or movie,"[('The', 'DET'), ('angle', 'NOUN'), ('is', 'AUX'), ('looking', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('angle', 'NOUN'), ('or', 'CCONJ'), ('movie', 'NOUN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,do you gain money based on lies? i will report this page,gain money based lie report page,Gain Money Based Lie Report Page,"[('Gain', 'PROPN'), ('Money', 'PROPN'), ('Based', 'VERB'), ('Lie', 'PROPN'), ('Report', 'PROPN'), ('Page', 'PROPN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,Public ko Mama banao Fighter movie dikhakar😂😂😂😂,public ko mama banao fighter movie dikhakar,Make public a mother by showing fighter movie,"[('Make', 'VERB'), ('public', 'ADJ'), ('a', 'DET'), ('mother', 'NOUN'), ('by', 'ADP'), ('showing', 'VERB'), ('fighter', 'NOUN'), ('movie', 'NOUN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,Toba ha jb video send ki ha to end q nai dekaya,toba ha jb video send ki ha end q nai dekaya,Tooba ha when video sand ki ha and Q Nai,"[('Tooba', 'PROPN'), ('ha', 'INTJ'), ('when', 'SCONJ'), ('video', 'NOUN'), ('sand', 'NOUN'), ('ki', 'INTJ'), ('ha', 'INTJ'), ('and', 'CCONJ'), ('Q', 'PROPN'), ('Nai', 'PROPN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,"Sala iPhone ke box me Nokia ke keypad mobile, kya majak bana rkha hai",sala iphone ke box nokia ke keypad mobile kya majak bana rkha hai,What is the joke of Salahia Box Nokia's Keypad Mobile,"[('What', 'PRON'), ('is', 'AUX'), ('the', 'DET'), ('joke', 'NOUN'), ('of', 'ADP'), ('Salahia', 'PROPN'), ('Box', 'PROPN'), ('Nokia', 'PROPN'), (""'s"", 'PART'), ('Keypad', 'PROPN'), ('Mobile', 'PROPN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,Dhatt,dhatt,Dutt,"[('Dutt', 'NOUN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,डायरेक्टर ने Dinia khan से पाकिस्तान से बदला लेने को कहा।<br>फिल्म के फ्लॉप होने का बीज मंत्र यही है 😂😂,dinia khan br,dinia khan br,"[('dinia', 'PROPN'), ('khan', 'PROPN'), ('br', 'PROPN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,What is the real name of this movie,real name movie,real name movie,"[('real', 'ADJ'), ('name', 'NOUN'), ('movie', 'NOUN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,Mithyebadi,mithyebadi,mITHYBADI,"[('mITHYBADI', 'NOUN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,this is not fighter movie..fatam movie ka second part hain..Just for information,fighter moviefatam movie ka second part hainjust information,Fighter moviefatam movie ka second part hainjust information,"[('Fighter', 'NOUN'), ('moviefatam', 'NOUN'), ('movie', 'NOUN'), ('ka', 'PROPN'), ('second', 'PROPN'), ('part', 'NOUN'), ('hainjust', 'NOUN'), ('information', 'NOUN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,Phantom,phantom,Phantom,"[('Phantom', 'ADJ')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,I appreciate the variety in your content.,appreciate variety content,appreciate variety content,"[('appreciate', 'VERB'), ('variety', 'NOUN'), ('content', 'NOUN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,Ye fatam movie hai bhi,ye fatam movie hai bhi,This is also a Phantom Movie,"[('This', 'PRON'), ('is', 'AUX'), ('also', 'ADV'), ('a', 'DET'), ('Phantom', 'PROPN'), ('Movie', 'PROPN')]"
Fighter ( New HD Movie ) 2024 | Hrithik Roshan & Anil Kapoor | New Blockbuster Action Hindi Movie |,Real hai kya,real hai kya,What is real,"[('What', 'PRON'), ('is', 'AUX'), ('real', 'ADJ')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,ise main kahugi pagal pan yrr😂😂😂😂😂😂,ise main kahugi pagal pan yrr,I will call it crazy pan,"[('I', 'PRON'), ('will', 'AUX'), ('call', 'VERB'), ('it', 'PRON'), ('crazy', 'ADJ'), ('pan', 'PROPN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,Don&#39;t waste your precious time,dont waste precious time,Dont waste precious time,"[('Do', 'AUX'), ('nt', 'PART'), ('waste', 'VERB'), ('precious', 'ADJ'), ('time', 'NOUN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,"Undoubtedly!! She ia an excellent actor her every move was unskippable she showed life being psychopath is literally full of complex,fear,exhibition, unstable ,and she can&#39;t  make a difference between invision &amp; reality ,,actually her moves each step ,concept are relatable  in my life I been though the same problematic situation 🤧😭it&#39;s kinda hard to survive in a way I was as in the way even she was too Jesus save us!!,<br>FROM NEPAL!!!!!!-AARYA POKHAREL... . ......HOPE TO LIVE FREELY IN PEACE ✌ 😊 WITH LAUGHTER,AND SMILE😊",undoubtedly ia excellent actor every move unskippable showed life psychopath literally full complexfearexhibition unstable cant make difference invision amp reality actually move step concept relatable life though problematic situation kinda hard survive way way even jesus save usbrfrom nepalaarya pokharel hope live freely peace laughterand smile,Undoubtedly IA Excellent Actor Every Move Unskipable Showed Life Psychopath Litrally full complexfearexhibitation unstable unstable Cant Make Difference AcTe Sone Able Life Thought Problematic Situation Kinda Hard Survive Way Way even Jesus Save usbrfrom nepalarya pokharel hope live freely peace laughterrand smile,"[('Undoubtedly', 'ADV'), ('IA', 'PROPN'), ('Excellent', 'PROPN'), ('Actor', 'PROPN'), ('Every', 'DET'), ('Move', 'PROPN'), ('Unskipable', 'PROPN'), ('Showed', 'PROPN'), ('Life', 'PROPN'), ('Psychopath', 'PROPN'), ('Litrally', 'PROPN'), ('full', 'ADJ'), ('complexfearexhibitation', 'NOUN'), ('unstable', 'ADJ'), ('unstable', 'ADJ'), ('Ca', 'AUX'), ('nt', 'PART'), ('Make', 'VERB'), ('Difference', 'NOUN'), ('AcTe', 'PROPN'), ('Sone', 'PROPN'), ('Able', 'PROPN'), ('Life', 'PROPN'), ('Thought', 'PROPN'), ('Problematic', 'PROPN'), ('Situation', 'PROPN'), ('Kinda', 'PROPN'), ('Hard', 'PROPN'), ('Survive', 'PROPN'), ('Way', 'PROPN'), ('Way', 'NOUN'), ('even', 'ADV'), ('Jesus', 'PROPN'), ('Save', 'PROPN'), ('usbrfrom', 'VERB'), ('nepalarya', 'NOUN'), ('pokharel', 'NOUN'), ('hope', 'NOUN'), ('live', 'VERB'), ('freely', 'ADV'), ('peace', 'NOUN'), ('laughterrand', 'NOUN'), ('smile', 'NOUN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,Such a grt film and radhika&#39;s fabulous acting ❤,grt film radhikas fabulous acting,Grt film radikas fabulous acting,"[('Grt', 'ADJ'), ('film', 'NOUN'), ('radikas', 'VERB'), ('fabulous', 'ADJ'), ('acting', 'NOUN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,Dimag kharab kar dega movie seh sako tabhi dekhna 🙂🤌🏻,dimag kharab kar dega movie seh sako tabhi dekhna,The mind will spoil the movie only then watch,"[('The', 'DET'), ('mind', 'NOUN'), ('will', 'AUX'), ('spoil', 'VERB'), ('the', 'DET'), ('movie', 'NOUN'), ('only', 'ADV'), ('then', 'ADV'), ('watch', 'VERB')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,Just mind blowing...I can relate to me..Lots of love for Radhika and for her fantastic acting...her voice is like Rashmika..love you both...<br>❣️❣️❣️,mind blowingi relate melots love radhika fantastic actingher voice like rashmikalove bothbr,Mind Blowingi Relate Melots Love Radhika Fantastic Acting Her Voice Like Rashmika Love Brother,"[('Mind', 'NOUN'), ('Blowingi', 'PROPN'), ('Relate', 'PROPN'), ('Melots', 'PROPN'), ('Love', 'PROPN'), ('Radhika', 'PROPN'), ('Fantastic', 'PROPN'), ('Acting', 'PROPN'), ('Her', 'PRON'), ('Voice', 'PROPN'), ('Like', 'ADP'), ('Rashmika', 'PROPN'), ('Love', 'PROPN'), ('Brother', 'PROPN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,Muje ye movie kuch bhi samz nhi ayi .....but radhika ki acting is class .,muje ye movie kuch bhi samz nhi ayi radhika ki acting class,"I did not understand this movie anything, Radhika's acting class","[('I', 'PRON'), ('did', 'AUX'), ('not', 'PART'), ('understand', 'VERB'), ('this', 'DET'), ('movie', 'NOUN'), ('anything', 'PRON'), (',', 'PUNCT'), ('Radhika', 'PROPN'), (""'s"", 'PART'), ('acting', 'VERB'), ('class', 'NOUN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,"Why so under rated , amazing actor ❤❤❤❤❤",rated amazing actor,Rated Amazing Actor,"[('Rated', 'VERB'), ('Amazing', 'PROPN'), ('Actor', 'NOUN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,Parivar:<br>Aurat: mere antarvastra ke andar fevicol kisne lagaya<br>Purush:mujh par kyu shaq karti ho. Ghar pe kaamwali bhi toh hai,parivarbraurat mere antarvastra ke andar fevicol kisne lagayabrpurushmujh par kyu shaq karti ho ghar pe kaamwali bhi toh hai,"Why do you have a fee at home, why do you want to be at home?","[('Why', 'SCONJ'), ('do', 'AUX'), ('you', 'PRON'), ('have', 'VERB'), ('a', 'DET'), ('fee', 'NOUN'), ('at', 'ADP'), ('home', 'NOUN'), (',', 'PUNCT'), ('why', 'SCONJ'), ('do', 'AUX'), ('you', 'PRON'), ('want', 'VERB'), ('to', 'PART'), ('be', 'AUX'), ('at', 'ADP'), ('home', 'NOUN'), ('?', 'PUNCT')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,Agoraphobia<br><br><br>A morbid fear of open spaces (as fear of being caught alone in some public place)<br><br>~,agoraphobiabrbrbra morbid fear open space fear caught alone public placebrbr,Agoraphobia Morbid Fear Open Space Fear Caught Alone Public Place BRBR,"[('Agoraphobia', 'PROPN'), ('Morbid', 'PROPN'), ('Fear', 'PROPN'), ('Open', 'PROPN'), ('Space', 'PROPN'), ('Fear', 'PROPN'), ('Caught', 'VERB'), ('Alone', 'ADV'), ('Public', 'PROPN'), ('Place', 'PROPN'), ('BRBR', 'PROPN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,Bakwas and tym vest movie,bakwas tym vest movie,Fucking Team West Movie,"[('Fucking', 'INTJ'), ('Team', 'PROPN'), ('West', 'PROPN'), ('Movie', 'PROPN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,sex..,sex,sex,"[('sex', 'NOUN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,Time travel,time travel,Time Travel,"[('Time', 'PROPN'), ('Travel', 'PROPN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,Haunting of hill house.,haunting hill house,Haunting Hill House,"[('Haunting', 'PROPN'), ('Hill', 'PROPN'), ('House', 'PROPN')]"
Phobia | Radhika Apte | Satyadeep Mishra |Ankur Vikal | Yashaswani Dayama | Hindi Thriller Movies,One side the man is struggling to treat her well in urban area without her family but she respond sorude,one side man struggling treat well urban area without family respond sorude,One Side Man Struggling Treat Well Urban Area Without Family Respond Sorude,"[('One', 'NUM'), ('Side', 'NOUN'), ('Man', 'NOUN'), ('Struggling', 'VERB'), ('Treat', 'PROPN'), ('Well', 'PROPN'), ('Urban', 'PROPN'), ('Area', 'PROPN'), ('Without', 'ADP'), ('Family', 'PROPN'), ('Respond', 'PROPN'), ('Sorude', 'PROPN')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",Ki😅,ki,of,"[('of', 'ADP')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",Bachpan main VCR pe adhi adhori movie dekhi thi. Oskai baad aj mili. Thanks for uploading.<br>With love from Bahawalnagar Punjab Pakistan 💐<br>22.02.2024,bachpan main vcr pe adhi adhori movie dekhi thi oskai baad aj mili thanks uploadingbrwith love bahawalnagar punjab pakistan br,"In childhood, I saw half the incomplete movie on VCR, after that Thanks was found today, Uplodingbarwith Love Bahawalnagar Punjab Pakistan Bar","[('In', 'ADP'), ('childhood', 'NOUN'), (',', 'PUNCT'), ('I', 'PRON'), ('saw', 'VERB'), ('half', 'DET'), ('the', 'DET'), ('incomplete', 'ADJ'), ('movie', 'NOUN'), ('on', 'ADP'), ('VCR', 'PROPN'), (',', 'PUNCT'), ('after', 'SCONJ'), ('that', 'PRON'), ('Thanks', 'NOUN'), ('was', 'AUX'), ('found', 'VERB'), ('today', 'NOUN'), (',', 'PUNCT'), ('Uplodingbarwith', 'PROPN'), ('Love', 'PROPN'), ('Bahawalnagar', 'PROPN'), ('Punjab', 'PROPN'), ('Pakistan', 'PROPN'), ('Bar', 'PROPN')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",Marte time mang bari .phele bharta tho .faltu lagi movie.,marte time mang bari phele bharta tho faltu lagi movie,Demand at the time of dying was acquitted.,"[('Demand', 'NOUN'), ('at', 'ADP'), ('the', 'DET'), ('time', 'NOUN'), ('of', 'ADP'), ('dying', 'NOUN'), ('was', 'AUX'), ('acquitted', 'VERB'), ('.', 'PUNCT')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",Fun fact: Sridevi died the same way in the climax in film Suhaghan (1986).  Oddly the husband was Jeetendra too,fun fact sridevi died way climax film suhaghan oddly husband jeetendra,FUN FACT Sridevi Died Way Climax Film Suhaghan Oddly Husband Jetendra,"[('FUN', 'NOUN'), ('FACT', 'NOUN'), ('Sridevi', 'NOUN'), ('Died', 'VERB'), ('Way', 'PROPN'), ('Climax', 'PROPN'), ('Film', 'PROPN'), ('Suhaghan', 'PROPN'), ('Oddly', 'PROPN'), ('Husband', 'PROPN'), ('Jetendra', 'PROPN')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",Biwi bol rhi h pati ko dusre aurat ki maang bhar do... great 😃,biwi bol rhi h pati ko dusre aurat ki maang bhar great,Wife is speaking her husband's demand for another woman,"[('Wife', 'PROPN'), ('is', 'AUX'), ('speaking', 'VERB'), ('her', 'PRON'), ('husband', 'NOUN'), (""'s"", 'PART'), ('demand', 'NOUN'), ('for', 'ADP'), ('another', 'DET'), ('woman', 'NOUN')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",Bakwas movie...,bakwas movie,Nonsense movie,"[('Nonsense', 'NOUN'), ('movie', 'NOUN')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",Kon kon 2023 me dekh raha h,kon kon dekh raha h,Seeing the angle angle,"[('Seeing', 'VERB'), ('the', 'DET'), ('angle', 'NOUN'), ('angle', 'NOUN')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",😢😢fb se dekhne aayi bht axhi movie thi,fb se dekhne aayi bht axhi movie thi,Watching a bhat was a unaccounted movie,"[('Watching', 'VERB'), ('a', 'PRON'), ('bhat', 'PRON'), ('was', 'AUX'), ('a', 'DET'), ('unaccounted', 'ADJ'), ('movie', 'NOUN')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",😢😢😢😢😢 Very sad,sad,sad,"[('sad', 'ADJ')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",Kaun kaun FB se aya like karon👍,kaun kaun fb se aya like karon,Who wrote who came from whom,"[('Who', 'PRON'), ('wrote', 'VERB'), ('who', 'PRON'), ('came', 'VERB'), ('from', 'ADP'), ('whom', 'PRON')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",Nice movie 👌👌,nice movie,nice movie,"[('nice', 'ADJ'), ('movie', 'NOUN')]"
"Maang Bharo Sajana Full Bollywood Movie | Jeetendra, Rekha, Moushumi Chatterjee| माँग भरो सजना(1980)",Rest In Peace 🙏🏻🌹<br>May God bless us🙏❤<br>Om Shanti Om Shanti Om Shanti 🙏🏻🌷<br>Om namah Shivaye🙏🚩😊 har har Mahadev🥰🙏🌹,rest peace brmay god bless usbrom shanti om shanti om shanti brom namah shivaye har har mahadev,Rest Peace Barmay God Blesss,"[('Rest', 'PROPN'), ('Peace', 'PROPN'), ('Barmay', 'PROPN'), ('God', 'PROPN'), ('Blesss', 'PROPN')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Aah my Childhood 😍😍😍,aah childhood,Aah Childhood,"[('Aah', 'PROPN'), ('Childhood', 'PROPN')]"
