,Video title,Comment,Processed_Comment
146,"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Pahle sab bahut acchi acchi movie banate the ab pata ni kya ho gaya Bollywood walo . Ko ... Kewal har movie me nanga nach bhar denge family me dekho to mar khao aur akele dekho family dekh le to mar khao 😂😂😂😂is lkye maine Bollywood chod di dekhna 😂...,pahle sab bahut acchi acchi movie banate ab pata ni kya ho gaya bollywood walo ko kewal har movie nanga nach bhar denge family dekho mar khao aur akele dekho family dekh le mar khao lkye maine bollywood chod di dekhna
147,"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Super pic ❤,super pic
148,"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",2024 march 5 me dekhea rahahnu a movie,march dekhea rahahnu movie
149,"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",2024 m yeh movie kon dekh raha h🥰,yeh movie kon dekh raha h
150,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",This is the best trailer I have seen in a while. Really want to see the series. Glad to see Kirti Sanon &amp; Kajol do incredible roles without movie screaming that it is female-led!,best trailer seen really want see series glad see kirti sanon amp kajol incredible role without movie screaming femaleled
151,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Nice❤,nice
152,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",is this prequel to theen patti,prequel theen patti
153,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Is this a sequel to Dilwale?,sequel dilwale
154,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Eagerly waiting for Shaheer Sheikh &#39;s debut ❤,eagerly waiting shaheer sheikh debut
155,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",What a meaningful name for the movie  Do patti😂,meaningful name movie patti
156,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Love you Kriti 💖🌹❤,love kriti
157,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Very good ❤❤❤ happy to see all women trailer ❤❤❤ both are strong actresses.,good happy see woman trailer strong actress
158,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Shaheer❤,shaheer
159,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Kriti is on a roll!!,kriti roll
160,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India","🔥🔥❤️❤️.Kajol, Kriti Sanon,🔥🔥❤️❤️❤️",kajol kriti sanon
162,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Finally Shaheer is getting opportunity he always deserved. Will watch this for Shaheer Sheikh,finally shaheer getting opportunity always deserved watch shaheer sheikh
163,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Thuk Patti.... 🤣,thuk patti
164,"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India","Kriti on fire<a href=""UCkszU2WH9gy1mb0dV-11UJg/rocket-red-countdown-liftoff""></a>",kriti firea hrefuckszuwhgymbdvujgrocketredcountdownliftoffa
165,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Raabta is the best❤❤❤💞💞💞,raabta best
166,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Banaras is sandalwood movie,banaras sandalwood movie
167,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Luka chuppi,luka chuppi
169,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Shiddat pure masterpiece movie 🥺👌,shiddat pure masterpiece movie
170,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Satya prem ki katha❤?,satya prem ki katha
171,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Rocky or rani ki prem kahani crying in the corner 😅😅,rocky rani ki prem kahani cry corner
172,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Veer zara,veer zara
173,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Laila majnu😢😢,laila majnu
174,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Jabariya jodi,jabariya jodi
175,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,9.k alank,k alank
176,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,R Rajkum ar movie,r rajkum ar movie
177,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Sanam teri kasam ❤,sanam teri kasam
178,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Gadar ek Prem katha😊,gadar ek prem katha
179,Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,raabta is the best movie,raabta best movie
180,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Lanttt hoooooo asy logun par Jo dikhaty Kuch hain or nklta Kuch ha😬😡😡😡,lanttt hoooooo asy logun par jo dikhaty kuch hain nklta kuch ha
181,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Shale 60shal me hme pta ny chala ki hm kiu ld rhe hai tumhe kiya ghanta pta chalega😅,shale shal hme pta ny chala ki hm kiu ld rhe hai tumhe kiya ghanta pta chalega
182,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,From Khulna Bangladesh 🇧🇩,khulna bangladesh
183,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Salon movie Ka treilor kuch or dikhate ho  baki samjho mujhe dobara blnal na pade,salon movie ka treilor kuch dikhate ho baki samjho mujhe dobara blnal na pade
184,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,mf,mf
185,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,😮 In this moovi na toh akshy Kumar hai aur  nahi 🐯 shrof hai .😢,moovi na toh akshy kumar hai aur nahi shrof hai
186,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Good,good
187,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Kisi di ye pitega galat movie dalta hai ....dislike,kisi di ye pitega galat movie dalta hai dislike
188,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Green mango moor🖕,green mango moor
189,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Aap ko sarm apna chahiye galat  movie Dalkar logon ko dhokha dete ho,aap ko sarm apna chahiye galat movie dalkar logon ko dhokha dete ho
190,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Bade miyan hai toh main bhi tiger shroff hu,bade miyan hai toh main bhi tiger shroff hu
192,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,"<a href=""https://www.youtube.com/watch?v=4U9vHCQZDSE"">https://youtu.be/4U9vHCQZDSE?si=XOotcdkjQeH1_sCF</a>",href
193,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Nice video 👍,nice video
194,Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,khoti b bachy jo movie likhty ho wo q nai uplod krty...,khoti b bachy jo movie likhty ho wo q nai uplod krty
196,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Kabir Singh ❤❤❤,kabir singh
197,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Tadap❤,tadap
198,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Hero movie kaha se dawnload kare,hero movie kaha se dawnload kare
199,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Sala koi kuch pta hi nhi hai jo movie real love story hai unka naam nhi hai or jo bina bat ki hai who sab hai isme,sala koi kuch pta hi nhi hai jo movie real love story hai unka naam nhi hai jo bina bat ki hai sab hai isme
200,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,😢pal pal Dil ke pass,pal pal dil ke pas
201,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,KebriSinghmove,kebrisinghmove
202,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Kabir singh all time favourite,kabir singh time favourite
203,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,"&quot;Intelligent&quot; the best ever 🔥<br>suspense,,thrill,, action everything super duper ...!!",quotintelligentquot best ever brsuspensethrill action everything super duper
204,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,I hate all movies but I love genius movie is the best 👌 👍 😊😊❤❤❤❤,hate movie love genius movie best
205,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Genius is so brilliant movie all time best 👌 👍 😍 🥰 ☺️ ❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊,genius brilliant movie time best
206,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Kitni buri choice hai,kitni buri choice hai
207,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Bollywood ki no.1 romantic movie AASHIQUI 2 ❤toh hai hi nhi isme😏,bollywood ki romantic movie aashiqui toh hai hi nhi isme
208,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Background sound name please,background sound name please
209,Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Sab bekar h ........... Should watch Sita Raman 👍🏻,sab bekar h watch sita raman
210,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",&quot;Bade Mandir Ke Chhote Pujaari&quot; Ko Kis Cheez Se Door Rehna Hai??,quotbade mandir ke chhote pujaariquot ko ki cheez se door rehna hai
211,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Akshay Kumar ho,akshay kumar ho
212,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Bhool Bhulaiya flashbacks whole childhood 🥺❤️,bhool bhulaiya flashback whole childhood
213,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Movie me wo maza nahi aane wala Jo pehle tha . Overall bus sequal bana rahe he lakin starcast bhi bakwaas he .,movie wo maza nahi aane wala jo pehle tha overall bus sequal bana rahe lakin starcast bhi bakwaas
214,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Cmnt section pe history mystery walay chode attendence de,cmnt section pe history mystery walay chode attendence de
215,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Kafi Excited Hun 🤗,kafi excited hun
216,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Masterpiece❣️❤️❣️❤️,masterpiece
217,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K","One of the best thing about dude is that he never take credit for himself when he achieves something. he always respect us, the audience and his team, and is polite in all video. We congratulate Overselves on this achievement more to come. 😇❣️❣️❣️❣️",one best thing dude never take credit achieves something always respect u audience team polite video congratulate overselves achievement come
218,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Bhool Bhulaiya..<br>Forever in Heart ❤️🥺,bhool bhulaiyabrforever heart
219,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Aab Raha Nahi Jaata 🤗 Sabraka Bandh Tuta Jaa Raha Hai 😁,aab raha nahi jaata sabraka bandh tuta jaa raha hai
220,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",I don&#39;t think kartik can match the comedy standards set by akki sir,dont think kartik match comedy standard set akki sir
221,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K","Akshay Kumar, Vidya Balan, Shiney Ahuja, Paresh Rawal, Rajpal Yadav and others made Bhool Bhulaiya Immortal 🥺❤️",akshay kumar vidya balan shiney ahuja paresh rawal rajpal yadav others made bhool bhulaiya immortal
222,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Akshy kumar best,akshy kumar best
223,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",None can replace..<br>Akshay Kumar in Bhool Bhulaiya ❤️🥺,none replacebrakshay kumar bhool bhulaiya
224,"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Jo bhi cumment padh rha hai uske maa baap ka saya kabhi uske sarno se na jaye 💓💓💓,jo bhi cumment padh rha hai uske maa baap ka saya kabhi uske sarno se na jaye
225,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,"Where is Dangal,Ghajni,Dhoom3 and Dhamaal,Total dhamaal",dangalghajnidhoom dhamaaltotal dhamaal
226,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,Chichore,chichore
227,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,Anand,anand
228,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,"my top 10  tamasha ,  12th fail, pk , jolly llb 2, stree, rockstar , sanju, lakshya , super30 , phir herapheri",top tamasha th fail pk jolly llb stree rockstar sanju lakshya super phir herapheri
229,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,"Real list is Dangal, Bajirangi Bhaijaan, 3 Idiots, Rang de Basanti, Swades, Pk, Hera Pheri, Phir Hera Pheri, Munna Bhai MBBS. My Name is Khan, Super 30, Mission Mangal, Golmaal, Baby, Special 26, Rowdy Rathore, Raid, Dhoom 2, Khakee",real list dangal bajirangi bhaijaan idiot rang de basanti swades pk hera pheri phir hera pheri munna bhai mbbs name khan super mission mangal golmaal baby special rowdy rathore raid dhoom khakee
230,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,Omkara is masterpiece ❤,omkara masterpiece
231,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,Or ek mai hu who only watched 3 idiots and taare zameen par from this list 😅,ek mai hu watched idiot taare zameen par list
232,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,My list<br>1.Yevadu<br>2.ISHQ<br>3.3 idiots,listbryevadubrishqbr idiot
233,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,Taare zamee par,taare zamee par
234,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,Ye kuch nhi janta,ye kuch nhi janta
235,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,Ddlj ❤❤❤,ddlj
236,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,Dev D ✨❤,dev
237,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,Hiiii,hiiii
238,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,Pathaan and bramhastra be like :- gaadi nikal,pathaan bramhastra like gaadi nikal
239,Top 10 Best Bollywood Movies of all Time #top10 #bollywoodmovies #shorts,1) 3 idiots ❤<br>2) pir hara parhi ❤<br>3) tara jami par ❤,idiot br pir hara parhi br tara jami par
240,Ramji Londonwaley {HD} - R. Madhavan - Samita Bangargi - Hindi Full Movie - (With Eng Subtitles),Bahot beautiful movie 🍿🎥🎥❤,bahot beautiful movie
242,Ramji Londonwaley {HD} - R. Madhavan - Samita Bangargi - Hindi Full Movie - (With Eng Subtitles),I love this movie.,love movie
243,Ramji Londonwaley {HD} - R. Madhavan - Samita Bangargi - Hindi Full Movie - (With Eng Subtitles),Itni behtareen movie ko flop kar diya nangi pungi seen kam hai na 😢😢,itni behtareen movie ko flop kar diya nangi pungi seen kam hai na
244,Ramji Londonwaley {HD} - R. Madhavan - Samita Bangargi - Hindi Full Movie - (With Eng Subtitles),"Watching this in 2024, 5 days before moving to the UK 🤣",watching day moving uk
245,Ramji Londonwaley {HD} - R. Madhavan - Samita Bangargi - Hindi Full Movie - (With Eng Subtitles),Very funny movie,funny movie
246,Ramji Londonwaley {HD} - R. Madhavan - Samita Bangargi - Hindi Full Movie - (With Eng Subtitles),Chalu pande 😂😂😂😂😂😂😂😂😂,chalu pande
247,Ramji Londonwaley {HD} - R. Madhavan - Samita Bangargi - Hindi Full Movie - (With Eng Subtitles),"I saw pathan, jawan, fighter, rrr, kgf and so many other movies, but to be honest, all of these are just one time watch movies. None of them gives you the appeal to watch it again and again. But this one movie is such that I have watched it so many times and it still makes me laugh and refreshes my mood. There are some other movies as well like that, hum aapke hai kaun, 3 idiots, swades, lagaan, mr India. Sadly, today&#39;s movies just don&#39;t have that appeal. Probably the reason for this is the taste of the theatre audience, more and more youngsters, especially couples and friends go to watch a movie, family movie outings have reduced big time, probably this is why makers don&#39;t make such movies any more. But to be honest, I will prefer these types of movies more than the ones today.",saw pathan jawan fighter rrr kgf many movie honest one time watch movie none give appeal watch one movie watched many time still make laugh refreshes mood movie well like hum aapke hai kaun idiot swades lagaan mr india sadly today movie dont appeal probably reason taste theatre audience youngster especially couple friend go watch movie family movie outing reduced big time probably maker dont make movie honest prefer type movie one today
