Video title,Comment,Processed_Comment,English_Translation,Polarity,Sentiment,Aspects_Sentiments
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,What a comedy movie..this jodi is hit,comedy moviethis jodi hit,Comedy Moviethis Jodi Hit,0.3612,Positive,{}
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Chantu bantu is emotion ❤,chantu bantu emotion,chantu bantu emotion,0.0,Neutral,{'emotion': 'Neutral'}
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,gandhi koi simple high thinking wala nai tha.. wo jese hi india me aaya usne pura nautanki wala avtaar liya tha indians ko mamu banane ke liye.. lekin indians mamu ban jaate hai easily,gandhi koi simple high thinking wala nai tha wo jese hi india aaya usne pura nautanki wala avtaar liya tha indian ko mamu banane ke liye lekin indian mamu ban jaate hai easily,Gandhi koi simple high thinking wala nai tha wo jese hi india aaya usne pura nautanki wala avtaar liya tha indian ko mamu banane ke liye leye lekin indian mamu ban jaate hai easily,-0.296,Negative,"{'koi': 'Neutral', 'thinking': 'Positive', 'nautanki': 'Neutral', 'wala': 'Neutral'}"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Tin take ko orat😂😂😂,tin take ko orat,Woman to three tech,0.0,Neutral,"{'Woman': 'Neutral', 'tech': 'Neutral'}"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,"Khana Nhi Khurana Ki Beti Bolna Chahiye Tha Khana Ki Beti Se Tho Chantu Shadi KarneWala Hai Na Etni Badi Mistake <a href=""https://www.youtube.com/watch?v=pg5qdCSZaFI&amp;t=7475"">2:04:35</a>",khana nhi khurana ki beti bolna chahiye tha khana ki beti se tho chantu shadi karnewala hai na etni badi mistake href,"Khurana's daughter should not have spoken to food, but she is going to marry Khan's daughter, nor is there such a big mistake",-0.4767,Negative,"{'daughter': 'Neutral', 'food': 'Neutral', 'mistake': 'Neutral'}"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,the best comedy movie and best comedy climax,best comedy movie best comedy climax,Best Comedy Movie Best Comedy Climax,0.9246,Positive,{}
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Sahil khan ❤,sahil khan,Sahil Khan,0.0,Neutral,{}
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Ye kshturia movie ka remake hai kia ?,ye kshturia movie ka remake hai kia,This is a remake of the Kashmiria movie,0.0,Neutral,"{'remake': 'Neutral', 'movie': 'Neutral'}"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon","😮😊😊😊😊😊❤ <a href=""https://www.youtube.com/watch?v=Mals5ulQVN8&amp;t=40"">0:40</a>",href,href,0.0,Neutral,{}
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon","<a href=""https://www.youtube.com/watch?v=Mals5ulQVN8&amp;t=238"">00:03:58</a> Mukesh Rishi&#39;s first ever screen appearance. <br><a href=""https://www.youtube.com/watch?v=Mals5ulQVN8&amp;t=3193"">00:53:13</a> First dialogue <br>First film, first scene",href mukesh rishis first ever screen appearance bra href first dialogue brfirst film first scene,href mukesh rishi first ever screen,0.0,Neutral,{'screen': 'Positive'}
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Baki sb to thk h but ye raveena ne is movie m srf white kpde kyu pehne h🙄 White White,baki sb thk h ye raveena ne movie srf white kpde kyu pehne h white white,For the rest of the rest: Why did Raveena wear movie surf white clothes: White white,0.0,Neutral,"{'rest': 'Neutral', 'movie': 'Neutral', 'clothes': 'Neutral'}"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Hamne bhi dekhi he,hamne bhi dekhi,We also see,0.0,Neutral,{}
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Fb se reel dekhkar kaun kaun aaya g😂,fb se reel dekhkar kaun kaun aaya g,Who came to see the reel from the fub,0.0,Neutral,"{'reel': 'Neutral', 'fub': 'Neutral'}"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Hm bi,hm bi,hm bi,0.0,Neutral,{'bi': 'Neutral'}
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Aqeel ansari,aqeel ansari,Akil Ansari,0.0,Neutral,{}
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Nice,nice,nice,0.4215,Positive,{}
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Nice ❤️ movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Gg me b dwkh raga hu achi h,gg b dwkh raga hu achi h,Gg b dwkh raga hu achi h,0.296,Positive,"{'Gg': 'Neutral', 'b': 'Neutral'}"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),2024 me koun koun dekh Raha hai ye movie,koun koun dekh raha hai ye movie,Who is watching this movie,0.0,Neutral,{'movie': 'Neutral'}
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Nice 👍,nice,nice,0.4215,Positive,{}
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Kon kon 2024 ma a flim fb click sa dak ra ho,kon kon flim fb click sa dak ra ho,Kon kon flim fb click sa dak ra ho,0.0,Neutral,"{'flim': 'Neutral', 'fb': 'Neutral'}"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Dearr filam,dearr filam,Darr Film,0.0,Neutral,{}
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Jis gany Kelly is film ko dekrha tha woto is me hy hi nhi,ji gany kelly film ko dekrha tha woto hy hi nhi,Ji Ganiya Kelly by giving the film: Wot is not there,0.34,Positive,{'film': 'Neutral'}
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Most Awesome movie On 90era Auzaar ❤❤❤❤and My Most favourite movie of alltime,awesome movie era auzaar favourite movie alltime,Awesome Movie Era Auzaar Favorite Movies All Time,0.7964,Positive,"{'Era': 'Positive', 'Auzaar': 'Neutral'}"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Manoj Kumar kashyap movie ko Dekh rahe ho,manoj kumar kashyap movie ko dekh rahe ho,Manoj Kumar Kashyap watching the movie,0.0,Neutral,{'movie': 'Neutral'}
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Kon kon 2024 me dekh raha hai🎉,kon kon dekh raha hai,The angle is looking at the angle,0.0,Neutral,{'angle': 'Neutral'}
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),My dream car ambassador is used in movie,dream car ambassador used movie,Dream car ambassador used movie,0.25,Positive,"{'car': 'Neutral', 'ambassador': 'Neutral', 'movie': 'Neutral'}"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Very Good Hero Salman Bhai,good hero salman bhai,Good Hero Salman Bhai,0.7579,Positive,{}
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Kon kon snepchat se rils dekh rha he,kon kon snepchat se rils dekh rha,Angle angle watching reels from Snapchat,0.0,Neutral,"{'angle': 'Neutral', 'reels': 'Neutral'}"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Hm,hm,We,0.0,Neutral,{}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),NYC movie,nyc movie,NYC Movie,0.0,Neutral,{}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),from Facebook 😊,facebook,facebook,0.0,Neutral,{}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Kon kon fb par dekh kar aya 😂,kon kon fb par dekh kar aya,The angle came on the angle fub,0.0,Neutral,"{'angle': 'Neutral', 'fub': 'Neutral'}"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),"Aaj yaad aya to dekhne aa gyi, aur kaun2 hain Jo achanak yaad aaya ye movie aur dekhne aaye YouTube par?  Wo like Kate",aaj yaad aya dekhne aa gyi aur kaun hain jo achanak yaad aaya ye movie aur dekhne aaye youtube par wo like kate,"Today I remembered to see and who are suddenly remembered, this movie and came to see you on YouTube and cut them on YouTube",-0.2732,Negative,"{'Today': 'Neutral', 'movie': 'Neutral'}"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Ram ram,ram ram,ram ram,0.0,Neutral,{}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Mai bhi hu dost 2024 me,mai bhi hu dost,I am too friend,0.4939,Positive,{'friend': 'Neutral'}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),"ThaNk you for ENGLISH TRANSLATION... I AM FILIPINA NICE MOVIE, I REALLY LOVE HINDUSTAN FILM SINCED THEN WHEN I MARRIED AN INDIAN / PAKISTAN...<br>❤❤❤🌎",thank english translation filipina nice movie really love hindustan film sinced married indian pakistanbr,Thank English Translation Filipina Nice Movie Really Love Hindustan Film Since Married Married Indian PakistanBr,0.8687,Positive,{'PakistanBr': 'Positive'}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Facebook walo attendance do😂😂😂,facebook walo attendance,Facebook Walo Attendance,0.0,Neutral,{}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Iska doosra part bannna chahiye tha,iska doosra part bannna chahiye tha,Its second part was needed,0.0,Neutral,{'part': 'Neutral'}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Nice😊,nice,nice,0.4215,Positive,{}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Jis jis Ne abhitabh bachchan ki awaj suni bo like kare❤😊,ji ji ne abhitabh bachchan ki awaj suni bo like kare,Ji listens to Abhitabh Bachchan's voice,0.0,Neutral,{'voice': 'Neutral'}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),2024 me dekhne wale log like ka botton ko dabiye girl friend ki kassam,dekhne wale log like ka botton ko dabiye girl friend ki kassam,People watching the boats of the like,0.3612,Positive,"{'People': 'Neutral', 'boats': 'Neutral'}"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),the foreign girls are very very very beautiful,foreign girl beautiful,Foreign girl beautiful,0.5994,Positive,{'girl': 'Negative'}
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Aaj Tak ka Mera sabse faltu movie 😢,aaj tak ka mera sabse faltu movie,My most fanfare to date,0.0,Neutral,"{'fanfare': 'Positive', 'date': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,0.0,Neutral,"{'movie': 'Neutral', 'name': 'Neutral'}"
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,❤ love 🥰,love,love,0.6369,Positive,{'love': 'Positive'}
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,Mujha imran Hashmi ki movie bhahut pasand h,mujha imran hashmi ki movie bhahut pasand h,I like Emraan Hashmi's movie,0.3612,Positive,{'movie': 'Neutral'}
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,My favrt❤..,favrt,Favorite,0.4588,Positive,{}
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,Kon kon ye movie instagram se dekhene aya hai,kon kon ye movie instagram se dekhene aya hai,Angle this movie has come to see from Instagram,0.0,Neutral,{'movie': 'Neutral'}
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,"Gita didi number lena bhul gayi bhaiya ka, nehito saath aur movies hote and we should be eating popcorns 😂😂",gita didi number lena bhul gayi bhaiya ka nehito saath aur movie hote eating popcorn,"Geeta didi forgot to take the number, not brother's support and movie is Eating popcorn",-0.2401,Negative,"{'Geeta': 'Neutral', 'didi': 'Neutral', 'number': 'Neutral', 'brother': 'Neutral', 'support': 'Neutral', 'movie': 'Neutral', 'popcorn': 'Neutral'}"
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,वेरी नाइस हॉट मूवी wom,wom,wom,0.0,Neutral,{'wom': 'Neutral'}
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,The killer aplod Karo plzz,killer aplod karo plzz,Killer Aplod Karo Plzz,-0.6486,Negative,{}
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,Mujhe pasand hai,mujhe pasand hai,I love,0.6369,Positive,{}
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,i m the big fan of emraan. 05.10.2023,big fan emraan,Big fan emraan,0.3182,Positive,"{'fan': 'Neutral', 'emraan': 'Neutral'}"
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,Emran_is_Best actor _Great,emranisbest actor great,Emranisbest Actor Great,0.6249,Positive,{}
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,Nothing special,nothing special,Nothing special,-0.3089,Negative,{}
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,Naic muvi,naic muvi,Naik Movie,0.0,Neutral,{}
Dil Diya Hai - Bollywood Movie | Emraan Hashmi | Geeta Basra | Udita Goswami Superhit Bollywood Film,Emrsn hashmi best actor.,emrsn hashmi best actor,Emraan Hashmi Best Actor,0.6369,Positive,{}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie",Aaa ra ra ra raa,aaa ra ra ra raa,aaa ra ra raa,0.0,Neutral,{}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie","Nice movi 17,2,2023",nice movi,nice movie,0.4215,Positive,{'movie': 'Positive'}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie",Assistant director SALMAN KHAN,assistant director salman khan,Assistant Director Salman Khan,0.0,Neutral,{}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie","<a href=""https://www.youtube.com/watch?v=sZpsMI7gI-A&amp;t=9888"">2:44:48</a> <a href=""https://www.youtube.com/watch?v=sZpsMI7gI-A&amp;t=9890"">2:44:50</a> 💖💖💖",href href,href href,0.0,Neutral,{}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie",Total wastage of Time...Worst editing ever!!!,total wastage timeworst editing ever,Total waste time Worst editing ever,-0.8155,Negative,"{'waste': 'Negative', 'time': 'Negative'}"
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie",Came here after watching bigg boss,came watching bigg bos,Can Watching Bigg Boss,0.0,Neutral,{}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie",Kon koi BB17 me dekh ke ye movie search kiya hai,kon koi bb dekh ke ye movie search kiya hai,"Seeing some bub, this movie has been searched",0.0,Neutral,{'movie': 'Neutral'}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie",Who come here after BB17?,come bb,com bb,0.0,Neutral,"{'com': 'Neutral', 'bb': 'Neutral'}"
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie","<a href=""https://www.youtube.com/watch?v=sZpsMI7gI-A&amp;t=2456"">40:56</a> ❤❤❤ <a href=""https://www.youtube.com/watch?v=sZpsMI7gI-A&amp;t=2461"">41:01</a>",href href,href href,0.0,Neutral,{}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie","<a href=""https://www.youtube.com/watch?v=sZpsMI7gI-A&amp;t=1554"">25:54</a> <a href=""https://www.youtube.com/watch?v=sZpsMI7gI-A&amp;t=1568"">26:08</a> this man like old mammootty sir",href href man like old mammootty sir,href href man like old mammootty sir,0.3612,Positive,{'mammootty': 'Positive'}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie",Good movie,good movie,Good Movie,0.4404,Positive,{}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie",Deepam,deepam,deepam,0.0,Neutral,{}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie",Filim ❤,filim,filim,0.0,Neutral,{}
"Falak - Hindi Full Movie -  Rakhee Gulzar, Jackie Shroff - Bollywood Movie",Good,good,good,0.4404,Positive,{}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,Jb koi star bn jata hai tb kitne bhi koi achcha kyun na ho usse jln and dam ghutta hi hai isse achcha to ye hota ki vo shks mila hi na hota💔,jb koi star bn jata hai tb kitne bhi koi achcha kyun na ho usse jln dam ghutta hi hai isse achcha ye hota ki vo shks mila hi na hota,"When a star becomes a star, no matter how good it is, it would have been better that the person would not have been found.",0.6933,Positive,"{'star': 'Neutral', 'person': 'Neutral'}"
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,I have watched this movie almost 30 to 40 times... Still I cry in every scene of this movie.... It&#39;s the best romantic movie forever......,watched movie almost time still cry every scene movie best romantic movie forever,Watched Movie Almost Time Still Cry Every Scene Movie Best Romantic Movie Forever,0.6204,Positive,{}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,Love sharadha,love sharadha,love sharadha,0.6369,Positive,"{'love': 'Positive', 'sharadha': 'Positive'}"
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,Ujmg <br>Mjug jeete gy psl,ujmg brmjug jeete gy psl,Gaid Baranjug won the rib,0.5719,Positive,{'rib': 'Neutral'}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,Bu filimin tam bölününə hardan baxmsğ olar,bu filimin tam bolunun hardan baxmsg olar,Bu Filimin Tam Bolun Hardan Baxmsg Olar,0.0,Neutral,{}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,❤️KD,kd,height,0.0,Neutral,{'height': 'Neutral'}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,Aditya and Shraddha 😍,aditya shraddha,Aditya Shraddha,0.0,Neutral,{}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,Very nice song movie 🍿🎥🎥🎥🎥🍿🍿🍿❤,nice song movie,nice song movie,0.4215,Positive,"{'song': 'Positive', 'movie': 'Neutral'}"
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,Who is watching  in 2024,watching,Watching,0.0,Neutral,{}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,"<a href=""https://www.youtube.com/watch?v=95AT64V70XA&amp;t=1534"">25:34</a>",href,href,0.0,Neutral,{}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,"<a href=""https://www.youtube.com/watch?v=95AT64V70XA&amp;t=1532"">25:32</a>",href,href,0.0,Neutral,{}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,"<a href=""https://www.youtube.com/watch?v=95AT64V70XA&amp;t=1515"">25:15</a>",href,href,0.0,Neutral,{}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,"<a href=""https://www.youtube.com/watch?v=95AT64V70XA&amp;t=1497"">24:57</a>",href,href,0.0,Neutral,{}
Aashiqui 2 Best Scenes | Most Romantic Bollywood Movie,"<a href=""https://www.youtube.com/watch?v=95AT64V70XA&amp;t=1391"">23:11</a>",href,href,0.0,Neutral,{}
डिंपल कपाड़िया की  फिल्म - पथरीला रास्ता - 90s की धमाकेदार गदर एक्शन मूवी - Blockbuster Action Movie,"बॉलीवुड की सुपरहिट हिंदी मूवी : <br>Raja Hindustani (राजा हिन्दुस्तानी) -<a href=""https://www.youtube.com/watch?v=lDJI0Xp2x34"">https://youtu.be/lDJI0Xp2x34</a><br>Jaanwar (जानवर) - <a href=""https://www.youtube.com/watch?v=5mzM5culWhQ"">https://youtu.be/5mzM5culWhQ</a><br>Ajay (अजय) - <a href=""https://www.youtube.com/watch?v=kZKuuC_SZBg"">https://youtu.be/kZKuuC_SZBg</a><br>Mann (मन ) - <a href=""https://www.youtube.com/watch?v=YSMUK_4Sb_4"">https://youtu.be/YSMUK_4Sb_4</a><br>हाँ मैंने भी प्यार किया - <a href=""https://www.youtube.com/watch?v=zfGaEnEVBJE"">https://youtu.be/zfGaEnEVBJE</a><br>Tango Charlie (टैंगो चार्ली ) -  <a href=""https://www.youtube.com/watch?v=XCifcjKK8Y4"">https://youtu.be/XCifcjKK8Y4</a><br>Dil Hai Tumhara (दिल है तुम्हारा) - <a href=""https://www.youtube.com/watch?v=zyPc5GbibzE"">https://youtu.be/zyPc5GbibzE</a><br>CHARANON KI SAUGANDH (चरणों की सौगन्ध) - <a href=""https://www.youtube.com/watch?v=evNQ7W7Js-g"">https://youtu.be/evNQ7W7Js-g</a><br>Kartoos (कारतूस) - <a href=""https://www.youtube.com/watch?v=gwon6BUmNhY"">https://youtu.be/gwon6BUmNhY</a><br>Hadh Kar Di Aapne (हद कर दी आपने) - <a href=""https://www.youtube.com/watch?v=RniZCP3kYPo"">https://youtu.be/RniZCP3kYPo</a>",brraja hindustani href abrjaanwar href abrajay href abrmann href abr href abrtango charlie href abrdil hai tumhara href abrcharanon ki saugandh href abrkartoos href abrhadh kar di aapne href,Brraja Hindustani HREF Abrjaanwar Href Abrajay Href Abrmann Href Abr Href Abrtango Charlie HREF AbRdil Hai Tumhara Href Abrcharanon Ki Saugandh Href Abrkarto abrkartos HREF AbRkartoS HREF AbRKARTOS,0.0,Neutral,{'AbRkartoS': 'Neutral'}
डिंपल कपाड़िया की  फिल्म - पथरीला रास्ता - 90s की धमाकेदार गदर एक्शन मूवी - Blockbuster Action Movie,Sani kaha h bakwas movie h,sani kaha h bakwas movie h,Sunny said the nonsense movie:,0.0258,Positive,"{'nonsense': 'Neutral', 'movie': 'Neutral'}"
